Gene	Mut ID	MG1655 Position	DNA Mutation	Mutation Type	CDS position	AA position	AA mutation	Upstream Gene	Downstream Gene	Population ID	Gen 0 frequency	Gen 100 frequency	Gen 200 frequency	Gen 300 frequency	Gen 400 frequency	Gen 500 frequency	Gen 600 frequency	Gen 700 frequency	Gen 800 frequency	Gen 900 frequency	Gen 1000 frequency	Gen 0 read depth	Gen 100 read depth	Gen 200 read depth	Gen 300 read depth	Gen 400 read depth	Gen 500 read depth	Gen 600 read depth	Gen 700 read depth	Gen 800 read depth	Gen 900 read depth	Gen 1000 read depth	Multiply hit locus
tufA	4327	3471374	C->T	NCOD				tufA	fusA	V_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.244565217	0.135135135	0.147368421	0.165289256	269.0	175.0	255.0	125.0	231.0	153.0	130.0	184.0	 74.0	285.0	121.0	 TRUE
fusA	4328	3471617	C->A	NSYN	1898	 633	G->V			V_6	0.000000000	0.000000000	0.000000000	0.000000000	0.053333333	0.421052632	0.012195122	0.029629630	0.000000000	0.000000000	0.000000000	208.0	108.0	178.0	 86.0	150.0	 95.0	 82.0	135.0	 44.0	212.0	 69.0	 TRUE
hslO	4332	3529960	G->A	NSYN	 187	  63	G->S			V_6	0.000000000	0.011494253	0.315789474	0.807017544	0.292929293	0.533333333	0.984375000	0.930000000	1.000000000	0.987804878	1.000000000	183.0	 87.0	152.0	 57.0	 99.0	 75.0	 64.0	100.0	 29.0	164.0	 55.0	 TRUE
ybeD	4398	 662450	T->G	NSYN	 193	  65	T->P			V_6	0.000000000	0.006756757	0.508620690	0.024096386	0.635416667	0.500000000	0.058823529	0.018750000	0.000000000	0.000000000	0.000000000	267.0	148.0	232.0	 83.0	192.0	156.0	102.0	160.0	 74.0	191.0	 90.0	 TRUE
gyrA	4508	2339291	C->T	NSYN	 130	  44	V->I			A_1	0.000000000	0.000000000	0.000000000	0.007751938	0.010869565	0.597938144	0.923076923		0.982142857	0.988023952	0.992307692	205.0	136.0	 71.0	129.0	 92.0	 97.0	117.0		112.0	167.0	130.0	FALSE
argK	4525	3063510	A->C	NSYN	 524	 175	Q->P			A_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.858585859		1.000000000	0.991304348	1.000000000	145.0	142.0	 48.0	102.0	 88.0	 81.0	 99.0		103.0	115.0	106.0	FALSE
tufA	4619	3471330	G->T	NCOD				tufA	fusA	A_1	0.000000000	0.000000000	0.006172840	0.000000000	0.000000000	0.000000000	0.000000000		0.294460641	0.470394737	0.456375839	243.0	300.0	162.0	296.0	220.0	304.0	306.0		343.0	304.0	298.0	 TRUE
tufA	4619	3471330	G->T	NCOD				tufA	fusA	A_4	0.000000000	0.401015228	0.995833333	0.990990991	0.977375566	1.000000000	0.987704918	0.993846154	1.000000000	1.000000000	0.993617021	243.0	197.0	240.0	222.0	221.0	236.0	244.0	325.0	304.0	334.0	470.0	 TRUE
rpoB	4640	4180962	G->T	NCOD				rpoB	rplJ	A_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.907692308		0.990000000	0.983333333	0.984848485	127.0	144.0	 45.0	 84.0	 46.0	 72.0	 65.0		100.0	120.0	 66.0	FALSE
rpsA	4678	 962939	C->A	NSYN	 945	 315	N->K			A_1	0.000000000	0.000000000	0.000000000	0.870967742	0.606557377	0.611940299	1.000000000		0.980582524	0.988095238	0.965517241	144.0	132.0	 65.0	 62.0	 61.0	 67.0	 74.0		103.0	 84.0	 58.0	 TRUE
narQ	4728	2586365	C->A	NSYN	 635	 212	A->E			A_2	0.000000000	0.000000000	0.007462687	0.000000000	0.000000000	0.000000000	0.006802721	0.008620690	0.009433962	0.252032520	0.153846154	112.0	113.0	134.0	 66.0	 84.0	 38.0	147.0	116.0	106.0	123.0	 91.0	FALSE
tufA	4761	3471270	G->A	SYN	  60	  20	H->H			A_2	0.004081633	0.970238095	0.962365591	0.991735537	0.983606557	1.000000000	0.995555556	0.984984985	0.991071429	0.991150442	0.993421053	245.0	168.0	186.0	121.0	122.0	 95.0	225.0	333.0	224.0	226.0	152.0	 TRUE
rpmE	4779	4127203	T->C	NSYN	 191	  64	F->S			A_2	0.000000000	0.000000000	0.000000000	0.596491228	0.816666667	0.676470588	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	 85.0	 93.0	137.0	 57.0	 60.0	 34.0	151.0	105.0	 95.0	 72.0	 95.0	FALSE
nrdR	4789	 433256	A->T	NSYN	 255	  85	E->D			A_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.030769231	0.069767442	0.112359551	0.211111111	0.767676768	 97.0	 91.0	 98.0	 59.0	 57.0	 20.0	130.0	 86.0	 89.0	 90.0	 99.0	FALSE
rpsF	4794	4425358	A->G	NSYN	 241	  81	N->D			A_2	0.000000000	0.000000000	0.000000000	0.007812500	0.061403509	0.192307692	0.918918919	0.863013699	0.939130435	0.751724138	0.896000000	181.0	147.0	183.0	128.0	114.0	 78.0	185.0	146.0	115.0	145.0	125.0	 TRUE
rpsA	4801	 963530	C->A	NSYN	1536	 512	N->K			A_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.013513514	0.215686275	0.156626506	118.0	108.0	109.0	 91.0	 84.0	 39.0	147.0	108.0	 74.0	 51.0	 83.0	 TRUE
	4811	3315405	indel;-21							A_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.269360269	0.141206675	 78.4	 93.8	100.7	 61.5	 52.9	 21.6	131.0	 70.4	 77.5	 59.4	 77.9	FALSE
	4812	3411206	indel;-9							A_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.080495356	0.713692946	133.5	147.5	166.5	112.0	 87.0	 58.5	177.5	212.0	162.5	161.5	120.5	FALSE
	4815	3960893	indel;-48							A_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.020040080	0.013888889	0.046573520	0.066420664	0.264900662	0.119402985	147.8	125.5	135.7	104.1	 88.9	 49.9	144.0	150.3	135.5	 90.6	134.0	FALSE
rplS	4897	2744223	C->G	NSYN	 308	 103	R->P			A_3	0.000000000	0.000000000	0.000000000	0.030000000	0.615853659	0.969230769	0.780303030	0.938775510	1.000000000	0.989583333	1.000000000	232.0	183.0	245.0	100.0	164.0	 65.0	132.0	196.0	127.0	192.0	159.0	FALSE
ansB	4919	3099842	G->A	NSYN	 887	 296	P->L			A_3	0.000000000	0.000000000	0.000000000	0.000000000	0.710937500	0.931818182	0.800000000	0.974747475	0.981132075	0.991150442	0.982456140	125.0	177.0	171.0	 58.0	128.0	 44.0	100.0	198.0	106.0	113.0	114.0	FALSE
tufA	4938	3471246	C->T	SYN	  84	  28	L->L			A_3	0.000000000	0.000000000	0.448979592	0.971014493	0.993788820	0.962264151	0.994505495	0.997512438	1.000000000	0.997167139	1.000000000	206.0	342.0	294.0	 69.0	161.0	 53.0	182.0	402.0	216.0	353.0	324.0	 TRUE
fimA	4993	4543503	C->A	NSYN	 389	 130	T->K			A_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.503816794	0.639344262	0.605442177	166.0	220.0	223.0	 78.0	167.0	 72.0	135.0	221.0	131.0	183.0	147.0	 TRUE
torS	5006	1054640	C->T	SYN	1539	 513	S->S			A_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.027777778	0.082644628	0.298076923	0.279569892	0.166666667	0.216666667	134.0	168.0	207.0	 59.0	127.0	 36.0	121.0	208.0	 93.0	168.0	120.0	FALSE
lhr	5042	1730428	G->A	NSYN	1342	 448	A->T			A_4	0.000000000	0.000000000	0.000000000	0.000000000	0.006622517	0.000000000	0.000000000	0.000000000	0.007751938	0.015503876	0.447513812	188.0	 99.0	230.0	146.0	151.0	184.0	122.0	112.0	129.0	129.0	181.0	FALSE
infB	5070	3313449	G->A	NSYN	2566	 856	R->C			A_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.070866142	0.248704663	0.128654971	0.329032258	0.319277108	0.155339806	198.0	 90.0	167.0	150.0	136.0	127.0	193.0	171.0	155.0	166.0	206.0	FALSE
rpsF	5097	4425363	T->G	NSYN	 246	  82	D->E			A_4	0.000000000	0.000000000	0.000000000	0.142857143	0.650000000	0.707964602	0.254777070	0.767441860	0.688000000	0.620437956	0.865921788	177.0	 88.0	158.0	161.0	120.0	113.0	157.0	172.0	125.0	137.0	179.0	 TRUE
relA	5143	2912594	G->A	NSYN	1058	 353	A->V			A_5	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.217741935	0.850877193	198.0	103.0	180.0	153.0	166.0	131.0	106.0	193.0	156.0	124.0	114.0	 TRUE
yhdJ	5151	3411600	G->T	NCOD				yhdJ	dusB	A_5	0.000000000	0.000000000	0.262773723	0.995098039	0.989655172	0.989323843	0.982578397	0.995098039	0.991891892	1.000000000	0.996336996	196.0	220.0	274.0	204.0	290.0	281.0	287.0	408.0	370.0	323.0	273.0	 TRUE
yhdJ	5151	3411600	G->T	NCOD				yhdJ	dusB	P_2	0.000000000	0.000000000	0.000000000	0.398230088	0.323741007	0.075187970	0.626168224	0.963768116		1.000000000		186.0	114.0	134.0	113.0	139.0	133.0	107.0	138.0		156.0		 TRUE
yhjV	5153	3700991	T->C	SYN	 429	 143	A->A			A_5	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.801470588	0.429347826	0.338709677	0.190476190	0.015151515	183.0	111.0	201.0	137.0	174.0	145.0	136.0	184.0	186.0	147.0	198.0	FALSE
gyrB	5156	3879459	C->A	NSYN	 661	 221	G->C			A_5	0.000000000	0.000000000	0.000000000	0.046511628	0.383333333	0.154545455	0.012658228	0.000000000	0.000000000	0.000000000	0.000000000	108.0	 65.0	134.0	 86.0	120.0	110.0	 79.0	140.0	170.0	119.0	117.0	FALSE
rpsF	5165	4425191	A->G	NSYN	  74	  25	Y->C			A_5	0.000000000	0.000000000	0.430167598	0.989361702	0.960629921	0.992424242	0.965517241	0.993902439	0.993055556	1.000000000	1.000000000	191.0	125.0	179.0	 94.0	127.0	132.0	 87.0	164.0	144.0	115.0	129.0	 TRUE
fimD	5168	4545073	G->C	NCOD				fimD	fimI	A_5	0.000000000	0.000000000	0.000000000	0.000000000	0.006060606	0.000000000	0.000000000	0.485875706	0.615384615	0.807692308	0.978260870	153.0	 99.0	167.0	122.0	165.0	132.0	128.0	177.0	169.0	104.0	138.0	 TRUE
aceE	5177	 123097	A->G	SYN	  81	  27	E->E			A_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.039473684	0.333333333	0.379629630	0.032407407	0.066929134	239.0	211.0	203.0	128.0	233.0	143.0	228.0	219.0	216.0	216.0	254.0	FALSE
rpsB	5179	 190183	T->C	NSYN	 310	 104	W->R			A_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.136690647	0.379629630	0.346938776	0.044117647	0.064814815	121.0	123.0	118.0	 62.0	113.0	 85.0	139.0	108.0	147.0	136.0	108.0	FALSE
rspA	5189	1654227	C->T	SYN	 915	 305	S->S			A_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.203389831	0.157407407	0.201342282	0.728971963	0.740740741	192.0	150.0	140.0	 99.0	154.0	126.0	118.0	108.0	149.0	107.0	108.0	FALSE
yiiS	5223	4113002	A->G	SYN	  36	  12	G->G			A_6	0.000000000	0.000000000	0.006289308	0.014354067	0.050746269	0.000000000	0.387692308	0.523809524	0.351535836	0.066901408	0.025280899	315.0	257.0	318.0	209.0	335.0	225.0	325.0	315.0	293.0	284.0	356.0	FALSE
ybbW	5228	 538719	C->T	NSYN	1087	 363	P->S			A_6	0.000000000	0.008695652	0.000000000	0.000000000	0.000000000	0.000000000	0.065693431	0.285714286	0.312500000	0.017241379	0.043478261	179.0	115.0	 99.0	 96.0	121.0	110.0	137.0	119.0	144.0	116.0	115.0	FALSE
ybeF	5232	 660703	C->T	NSYN	 676	 226	G->S			A_6	0.000000000	0.000000000	0.000000000	0.000000000	0.006329114	0.000000000	0.000000000	0.000000000	0.082278481	0.790209790	0.798449612	167.0	128.0	171.0	117.0	158.0	125.0	172.0	173.0	158.0	143.0	129.0	FALSE
rpsF	5233	4425361	G->T	NSYN	 244	  82	D->Y			A_6	0.000000000	0.622222222	0.962264151	0.990384615	0.994413408	1.000000000	1.000000000	0.993865031	0.994652406	1.000000000	1.000000000	181.0	135.0	159.0	104.0	179.0	103.0	156.0	163.0	187.0	170.0	162.0	 TRUE
fimA	5236	4543496	G->A	NSYN	 382	 128	D->N			A_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.037433155	0.353658537	0.434146341	0.020270270	0.022222222	180.0	139.0	156.0	 93.0	144.0	127.0	187.0	164.0	205.0	148.0	180.0	 TRUE
ymgC	5282	1216981	A->G	SYN	 234	  78	E->E			P_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.006535948	0.380487805	0.358024691	0.000000000	377.0	123.0	164.0	115.0	 92.0	177.0	194.0	153.0	205.0	162.0	182.0	FALSE
ydcP	5289	1506135	C->T	NCOD				ydcP		P_1	0.000000000	0.000000000	0.000000000	0.138461538	0.295774648	0.201388889	0.008130081	0.035294118	0.010101010	0.057142857	0.000000000	153.0	 80.0	122.0	 65.0	 71.0	144.0	123.0	 85.0	 99.0	105.0	 82.0	FALSE
idi	5343	3033211	C->T	SYN	 147	  49	T->T			P_1	0.000000000	0.000000000	0.023076923	0.000000000	0.012820513	0.022556391	0.325925926	0.235294118	0.609929078	0.621359223	0.000000000	194.0	 82.0	130.0	 80.0	 78.0	133.0	135.0	119.0	141.0	103.0	137.0	FALSE
rpoD	5349	3213379	G->T	NSYN	 333	 111	L->F			P_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.012738854	0.377777778	0.120000000	0.614754098	0.619047619	0.000000000	164.0	 83.0	124.0	 69.0	 81.0	157.0	135.0	125.0	122.0	126.0	112.0	 TRUE
tufA	5356	3471383	G->A	NCOD				tufA	fusA	P_1	0.000000000	0.175324675	0.949275362	0.967741935	0.958762887	0.870588235	0.630434783	0.730769231	0.311926606	0.326086957	0.000000000	218.0	154.0	138.0	 93.0	 97.0	170.0	230.0	182.0	218.0	184.0	205.0	 TRUE
rpsG	5357	3473937	T->G	NSYN	 145	  49	T->P			P_1	0.000000000	0.025641026	0.937500000	0.989361702	0.986486486	0.914772727	0.590604027	0.668918919	0.340000000	0.328125000	0.007194245	199.0	117.0	 96.0	 94.0	 74.0	176.0	149.0	148.0	150.0	128.0	139.0	 TRUE
rpsG	5358	3474105	G->A	NCOD				rpsG	rpsL	P_1	0.000000000	0.000000000	0.029126214	0.012500000	0.000000000	0.087591241	0.251968504	0.322580645	0.583941606	0.660377358	0.000000000	200.0	 96.0	103.0	 80.0	 76.0	137.0	127.0	124.0	137.0	106.0	116.0	 TRUE
wecB	5420	3970639	C->A	SYN	 507	 169	T->T			P_1	0.000000000	0.011764706	0.000000000	0.493506494	0.781609195	0.851239669	0.635135135	0.750000000	0.380165289	0.358974359	0.000000000	176.0	 85.0	115.0	 77.0	 87.0	121.0	148.0	116.0	121.0	117.0	129.0	FALSE
trkH	5425	4033611	G->A	NSYN	 467	 156	G->D			P_1	0.000000000	0.032258065	0.010869565	0.000000000	0.036363636	0.022727273	0.222222222	0.307692308	0.625000000	0.635294118	0.000000000	151.0	 62.0	 92.0	 44.0	 55.0	132.0	 63.0	104.0	 88.0	 85.0	 78.0	 TRUE
trkH	5425	4033611	G->A	NSYN	 467	 156	G->D			P_5	0.000000000	0.000000000	0.000000000	0.643835616	0.538461538	0.489583333	0.905660377	1.000000000	0.991452991	0.977443609	0.991379310	151.0	 84.0	 98.0	 73.0	 78.0	 96.0	 53.0	 94.0	117.0	133.0	116.0	 TRUE
argC	5438	4155950	C->T	NSYN	 950	 317	A->V			P_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.058823529	0.175182482	0.258333333	0.112903226	0.000000000	174.0	 94.0	117.0	 72.0	 88.0	150.0	153.0	137.0	120.0	124.0	143.0	FALSE
ybfC	5468	 736037	indel;C-1	FRAMESHIFT	 388					P_1	0.000000000	0.000000000	0.008196721	0.310810811	0.246153846	0.118750000	0.012578616	0.000000000	0.000000000	0.000000000	0.000000000	192.0	 80.0	122.0	 74.0	 65.0	160.0	159.0	124.0	154.0	129.0	117.0	FALSE
fimA	5487	4543237	C->A	NSYN	 123	  41	N->K			P_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.009174312	0.129032258	0.306930693	0.009009009	199.0	 93.0	120.0	 85.0	 75.0	154.0	121.0	109.0	124.0	101.0	111.0	 TRUE
fimD	5490	4545086	C->T	NCOD				fimD	fimI	P_1	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.009615385	0.373831776	0.238636364	0.000000000	151.0	 70.0	 92.0	 47.0	 48.0	119.0	110.0	104.0	107.0	 88.0	 82.0	 TRUE
trkG	5547	1424257	G->A	NSYN	 476	 159	G->D			P_2	0.000000000	0.000000000	0.000000000	0.005617978	0.000000000	0.000000000	0.480769231	0.762195122		0.848958333		341.0	207.0	198.0	178.0	210.0	182.0	156.0	164.0		192.0		FALSE
rpsG	5576	3473751	G->A	NSYN	 331	 111	R->C			P_2	0.000000000	0.926229508	0.977611940	0.973333333	0.991803279	0.989898990	1.000000000	0.991304348		0.987804878		158.0	122.0	134.0	 75.0	122.0	 99.0	111.0	115.0		164.0		 TRUE
rpsG	5576	3473751	G->A	NSYN	 331	 111	R->C			P_3	0.000000000	0.971428571	0.991379310	0.986486486	1.000000000	0.992700730		0.991304348	0.986842105	0.963963964		158.0	175.0	116.0	 74.0	140.0	137.0		115.0	152.0	111.0		 TRUE
rpsG	5576	3473751	G->A	NSYN	 331	 111	R->C			P_5	0.000000000	0.971153846	0.976744186	0.992307692	0.976377953	0.990654206	0.962500000	0.959731544	0.962264151	0.994897959	0.977443609	158.0	104.0	129.0	130.0	127.0	107.0	 80.0	149.0	106.0	196.0	133.0	 TRUE
rpsL	5577	3474619	G->T	NCOD				rpsL	tusB	P_2	0.000000000	0.000000000	0.147727273	0.589928058	0.963636364	0.909090909	0.970588235	0.992957746		0.989795918		239.0	174.0	176.0	139.0	 55.0	 11.0	102.0	142.0		196.0		 TRUE
trkH	5609	4033217	G->A	NSYN	  73	  25	G->R			P_2	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.330357143	0.163043478	0.000000000		0.000000000		167.0	110.0	116.0	104.0	147.0	112.0	 92.0	123.0		142.0		 TRUE
rpoC	5619	4185488	C->T	NSYN	 139	  47	R->C			P_3	0.000000000	0.000000000	0.584070796	1.000000000	0.971631206	0.990000000		0.976923077	0.991596639	1.000000000		172.0	174.0	113.0	 54.0	141.0	100.0		130.0	119.0	 93.0		 TRUE
dauA	5660	1260896	C->A	NCOD				dauA	prs	P_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000		0.008928571	0.048000000	0.532110092		151.0	179.0	 91.0	 50.0	111.0	120.0		112.0	125.0	109.0		FALSE
amiC	5672	2948908	G->A	STOPGAIN	 103	  35	Q->X			P_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000		0.838983051	0.919642857	0.951219512		142.0	161.0	 97.0	 65.0	156.0	120.0		118.0	112.0	 82.0		FALSE
argG	5681	3318331	C->T	NCOD				argG		P_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000		0.612403101	0.679487179	0.728155340		200.0	161.0	112.0	 59.0	146.0	117.0		129.0	156.0	103.0		FALSE
tufA	5687	3471285	G->T	SYN	  45	  15	V->V			P_3	0.000000000	0.005681818	0.010000000	0.358974359	0.731884058	0.821428571		0.037878788	0.028409091	0.010869565		230.0	176.0	100.0	 78.0	138.0	140.0		132.0	176.0	 92.0		 TRUE
trkH	5710	4033610	G->T	NSYN	 466	 156	G->C			P_3	0.000000000	0.000000000	0.000000000	0.205882353	0.186567164	0.175438596		0.945054945	0.988764045	0.954022989		148.0	161.0	114.0	 68.0	134.0	114.0		 91.0	 89.0	 87.0		 TRUE
fimD	5734	4545052	A->C	NCOD				fimD	fimI	P_3	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000		0.137404580	0.214285714	0.305084746		205.0	182.0	119.0	 73.0	134.0	133.0		131.0	140.0	118.0		 TRUE
yjiT	5736	4572333	C->T	NCOD				yjiT	yjiS	P_3	0.000000000	0.000000000	0.000000000	0.197916667	0.324675325	0.384180791		0.000000000	0.008695652	0.000000000		250.0	132.0	 88.0	 96.0	 77.0	177.0		121.0	230.0	131.0		FALSE
gatB	5777	2174456	G->T	SYN	 111	  37	I->I			P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.015748031	0.316831683	232.0	236.0	248.0	187.0	146.0	151.0	155.0	125.0	161.0	127.0	101.0	FALSE
recB	5787	2955130	G->T	NSYN	 874	 292	R->S			P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.170940171	0.112244898	0.132812500	0.312500000	0.486725664	0.376237624	0.611764706	146.0	139.0	160.0	135.0	117.0	 98.0	128.0	144.0	113.0	101.0	 85.0	FALSE
plsC	5790	3163272	G->T	SYN	 210	  70	I->I			P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.068062827	0.122448980	0.084967320	0.554621849	244.0	215.0	234.0	163.0	187.0	167.0	164.0	191.0	147.0	153.0	119.0	FALSE
trkH	5806	4033203	C->T	NSYN	  59	  20	T->I			P_4	0.000000000	0.000000000	0.017142857	0.808695652	0.773049645	0.867469880	0.975206612	1.000000000	0.974137931	0.967213115	1.000000000	163.0	125.0	175.0	115.0	141.0	 83.0	121.0	178.0	116.0	122.0	 79.0	 TRUE
cytR	5818	4123658	G->A	STOPGAIN	 799	 267	Q->X			P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.018072289	0.074324324	0.286713287	0.242105263	123.0	113.0	153.0	104.0	125.0	 83.0	150.0	166.0	148.0	143.0	 95.0	 TRUE
cysQ	5828	4437386	C->A	NSYN	 632	 211	A->D			P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.013698630	0.012987013	0.505154639	147.0	117.0	166.0	118.0	119.0	102.0	132.0	160.0	146.0	154.0	 97.0	FALSE
fimD	5833	4545067	C->A	NCOD				fimD	fimI	P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.168674699	0.154545455	0.134751773	0.322916667	0.533742331	0.470588235	0.660869565	176.0	156.0	150.0	146.0	166.0	110.0	141.0	192.0	163.0	136.0	115.0	 TRUE
fabF	5844	1151865	G->T	NCOD				fabF	fabG	P_4	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.341772152	0.422222222	0.335820896	0.263636364	0.523255814	0.433333333	 94.0	106.0	132.0	 72.0	 99.0	 79.0	 90.0	134.0	110.0	 86.0	 60.0	FALSE
prs	5864	1260945	C->T	NSYN	 931	 311	A->T			P_5	0.000000000	0.000000000	0.007299270	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.013698630	0.760000000	150.0	121.0	137.0	109.0	153.0	101.0	 42.0	 84.0	 66.0	146.0	100.0	FALSE
relA	5908	2912763	G->C	NSYN	 889	 297	H->D			P_5	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.078431373	0.429530201	0.406504065	0.399061033	0.122093023	214.0	165.0	180.0	149.0	124.0	140.0	102.0	149.0	123.0	213.0	172.0	 TRUE
tufA	5930	3471326	C->T	NSYN	   4	   2	A->T			P_5	0.000000000	0.000000000	0.075757576	0.050000000	0.310344828	0.492307692	0.112068966	0.018867925	0.038167939	0.008810573	0.000000000	203.0	125.0	198.0	160.0	145.0	130.0	116.0	159.0	131.0	227.0	146.0	 TRUE
fusA	5931	3472802	A->T	NSYN	 713	 238	L->Q			P_5	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.070175439	0.230769231	0.148387097	0.803738318	110.0	 81.0	 89.0	 95.0	 68.0	 78.0	 72.0	114.0	 91.0	155.0	107.0	 TRUE
rpsL	5932	3474621	C->A	NCOD				rpsL	tusB	P_5	0.000000000	0.000000000	0.456140351	0.858267717	0.660818713	0.563063063	0.831683168	0.936416185	0.974358974	0.983606557	0.990338164	207.0	140.0	228.0	127.0	171.0	222.0	101.0	173.0	156.0	244.0	207.0	 TRUE
citA	5990	 653826	C->T	NSYN	1592	 531	T->I			P_5	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.021978022	0.092857143	0.200000000	0.227027027	0.753424658	227.0	146.0	209.0	152.0	159.0	161.0	 91.0	140.0	110.0	185.0	146.0	FALSE
fimD	6002	4545036	G->T	NCOD				fimD	fimI	P_5	0.000000000	0.000000000	0.000000000	0.007299270	0.033333333	0.389937107	0.520000000	0.804878049	0.979591837	0.858108108	0.967479675	183.0	118.0	129.0	137.0	120.0	159.0	 75.0	123.0	 98.0	148.0	123.0	 TRUE
rpsG	6096	3473726	C->T	NSYN	 356	 119	R->H			P_6	0.000000000	0.777777778	0.008130081	0.004379562	0.011678832	0.001522070	0.001494768	0.000000000	0.000000000	0.003115265	0.000000000	168.0	162.0	615.0	685.0	685.0	657.0	669.0	486.0	649.0	642.0	662.0	 TRUE
trkH	6124	4033334	C->G	NSYN	 190	  64	L->V			P_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.163120567	0.046153846	0.220472441	0.228260870	0.363636364	129.0	142.0	 90.0	135.0	 93.0	113.0	141.0	 65.0	127.0	 92.0	165.0	 TRUE
trkH	6125	4033620	A->T	NSYN	 476	 159	Q->L			P_6	0.000000000	0.000000000	0.000000000	0.000000000	0.137254902	0.647058824	0.812030075	0.962962963	0.689655172	0.671232877	0.618320611	155.0	132.0	 71.0	106.0	102.0	 85.0	133.0	 54.0	116.0	 73.0	131.0	 TRUE
adiY	6137	4337658	G->T	NSYN	 272	  91	P->Q			P_6	0.000000000	0.011627907	0.240310078	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	280.0	258.0	129.0	232.0	200.0	216.0	211.0	104.0	221.0	148.0	241.0	FALSE
fimA	6146	4543317	A->G	NSYN	 203	  68	E->G			P_6	0.000000000	0.011834320	0.000000000	0.000000000	0.000000000	0.000000000	0.337748344	0.300000000	0.266666667	0.204545455	0.198473282	182.0	169.0	 94.0	108.0	115.0	 75.0	151.0	 70.0	120.0	 88.0	131.0	 TRUE
fimD	6147	4545086	C->A	NCOD				fimD	fimI	P_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.155038760	0.042857143	0.150943396	0.252747253	0.395683453	151.0	139.0	 96.0	106.0	109.0	 76.0	129.0	 70.0	106.0	 91.0	139.0	 TRUE
rne	6161	1144303	T->A	NSYN	  65	  22	Q->L			P_6	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.048076923	0.133333333	0.213592233	147.0	157.0	 92.0	127.0	108.0	104.0	 80.0	 55.0	104.0	 75.0	103.0	FALSE
tufA				ChrAmp						V_1																							 TRUE
tufA				ChrAmp						V_3																							 TRUE
tufA				ChrAmp						V_5																							 TRUE
tufA				ChrAmp						P_4																							 TRUE
